Accumulator
name,Input Width (bits),Output Width (bits),Clock Delay (ps),Slack (ps),Cell count,Area (um^2),Leakage Power (nW),Dynamic Power (nW),Total Power (nW)
accumulator_IN_48_OUT_56_clk_600,48,56,600,77,372,198.374,4636.583,1052688.705,1057325.288
accumulator_IN_48_OUT_56_clk_650,48,56,650,120,378,198.193,4572.016,1006744.504,1011316.520
accumulator_IN_48_OUT_56_clk_700,48,56,700,175,378,198.677,4588.465,968790.740,973379.204
accumulator_IN_48_OUT_56_clk_750,48,56,750,180,366,195.592,4455.512,919764.537,924220.049
accumulator_IN_48_OUT_56_clk_800,48,56,800,153,348,193.717,4429.161,872359.049,876788.210
accumulator_IN_56_OUT_56_clk_200,56,56,200,0,552,274.035,6950.779,3666068.799,3673019.578
accumulator_IN_56_OUT_56_clk_300,56,56,300,1,356,220.208,5254.989,1850862.014,1856117.003
accumulator_IN_56_OUT_56_clk_400,56,56,400,12,329,211.922,4981.778,1357777.854,1362759.631
accumulator_IN_56_OUT_56_clk_500,56,56,500,46,378,200.552,4577.072,1169588.158,1174165.230
accumulator_IN_56_OUT_56_clk_550,56,56,550,70,374,199.765,4588.144,1113239.753,1117827.897
accumulator_IN_56_OUT_56_clk_600,56,56,600,82,362,197.830,4522.328,1058566.684,1063089.011
accumulator_IN_56_OUT_56_clk_650,56,56,650,124,364,198.374,4477.042,1010261.970,1014739.013
accumulator_IN_56_OUT_56_clk_700,56,56,700,135,344,193.717,4292.948,951057.380,955350.328
accumulator_IN_56_OUT_56_clk_750,56,56,750,144,349,195.532,4414.622,925856.494,930271.116
accumulator_IN_56_OUT_56_clk_800,56,56,800,172,337,192.992,4311.964,884073.567,888385.531
accumulator_IN_8_OUT_64_clk_200,8,64,200,0,601,287.038,7924.731,3954461.088,3962385.819
accumulator_IN_8_OUT_64_clk_300,8,64,300,1,530,238.110,5769.238,2138599.120,2144368.358
accumulator_IN_8_OUT_64_clk_400,8,64,400,6,532,236.719,5838.865,1724290.958,1730129.823
accumulator_IN_8_OUT_64_clk_500,8,64,500,28,504,231.517,5698.706,1443336.857,1449035.563
accumulator_IN_8_OUT_64_clk_550,8,64,550,54,495,230.489,5624.057,1316110.383,1321734.440
accumulator_IN_8_OUT_64_clk_600,8,64,600,79,494,229.764,5606.818,1215497.477,1221104.295
accumulator_IN_8_OUT_64_clk_650,8,64,650,144,495,229.280,5585.640,1133692.344,1139277.984
accumulator_IN_8_OUT_64_clk_700,8,64,700,108,469,226.498,5575.515,1047263.237,1052838.752
accumulator_IN_8_OUT_64_clk_750,8,64,750,208,492,229.159,5590.791,991000.584,996591.375
accumulator_IN_8_OUT_64_clk_800,8,64,800,126,466,225.409,5532.996,937267.628,942800.624
accumulator_IN_16_OUT_64_clk_200,16,64,200,0,607,286.554,7689.843,3955860.967,3963550.810
accumulator_IN_16_OUT_64_clk_300,16,64,300,0,519,238.049,5785.888,2139137.965,2144923.853
accumulator_IN_16_OUT_64_clk_400,16,64,400,12,525,236.537,5730.977,1712330.111,1718061.089
accumulator_IN_16_OUT_64_clk_500,16,64,500,28,496,231.396,5643.070,1435447.761,1441090.830
accumulator_IN_16_OUT_64_clk_550,16,64,550,57,483,227.647,5422.782,1306761.921,1312184.703
accumulator_IN_16_OUT_64_clk_600,16,64,600,81,481,228.493,5568.444,1215491.760,1221060.204
accumulator_IN_16_OUT_64_clk_650,16,64,650,106,483,228.372,5515.869,1137550.364,1143066.233
accumulator_IN_16_OUT_64_clk_700,16,64,700,150,465,225.590,5352.988,1049477.111,1054830.099
accumulator_IN_16_OUT_64_clk_750,16,64,750,128,451,223.050,5248.215,971302.417,976550.632
accumulator_IN_16_OUT_64_clk_800,16,64,800,145,449,222.687,5230.511,940491.493,945722.004
accumulator_IN_24_OUT_64_clk_200,24,64,200,0,613,297.199,8077.793,4039530.046,4047607.838
accumulator_IN_24_OUT_64_clk_300,24,64,300,1,535,243.251,5798.091,2147285.398,2153083.489
accumulator_IN_24_OUT_64_clk_400,24,64,400,0,507,235.146,5610.580,1663579.763,1669190.343
accumulator_IN_24_OUT_64_clk_500,24,64,500,21,488,231.396,5591.919,1413292.060,1418883.979
accumulator_IN_24_OUT_64_clk_550,24,64,550,68,486,230.913,5568.527,1312298.001,1317866.528
accumulator_IN_24_OUT_64_clk_600,24,64,600,71,473,229.219,5517.251,1220136.483,1225653.733
accumulator_IN_24_OUT_64_clk_650,24,64,650,71,463,226.981,5372.302,1136451.846,1141824.148
accumulator_IN_24_OUT_64_clk_700,24,64,700,112,464,226.437,5354.558,1066126.909,1071481.468
accumulator_IN_24_OUT_64_clk_750,24,64,750,136,460,225.590,5317.020,1001535.928,1006852.948
accumulator_IN_24_OUT_64_clk_800,24,64,800,137,451,224.018,5238.688,954533.509,959772.197
accumulator_IN_32_OUT_64_clk_200,32,64,200,0,646,306.996,8075.164,4158403.792,4166478.955
accumulator_IN_32_OUT_64_clk_300,32,64,300,0,533,244.521,5793.935,2150815.240,2156609.175
accumulator_IN_32_OUT_64_clk_400,32,64,400,12,409,244.642,6044.203,1642124.307,1648168.510
accumulator_IN_32_OUT_64_clk_500,32,64,500,20,479,231.215,5521.463,1400725.287,1406246.750
accumulator_IN_32_OUT_64_clk_550,32,64,550,97,470,229.884,5396.633,1303320.074,1308716.707
accumulator_IN_32_OUT_64_clk_600,32,64,600,92,464,228.131,5351.551,1215009.438,1220360.989
accumulator_IN_32_OUT_64_clk_650,32,64,650,92,449,225.772,5271.841,1130472.881,1135744.722
accumulator_IN_32_OUT_64_clk_700,32,64,700,114,454,226.195,5300.416,1074617.617,1079918.033
accumulator_IN_32_OUT_64_clk_750,32,64,750,125,436,223.050,5142.863,996192.584,1001335.447
accumulator_IN_32_OUT_64_clk_800,32,64,800,144,426,221.236,5060.800,955352.273,960413.073
accumulator_IN_40_OUT_64_clk_200,40,64,200,0,649,310.202,8164.310,4120434.304,4128598.614
accumulator_IN_40_OUT_64_clk_300,40,64,300,1,524,242.585,5628.752,2084614.650,2090243.402
accumulator_IN_40_OUT_64_clk_400,40,64,400,16,502,236.900,5539.258,1621386.954,1626926.213
accumulator_IN_40_OUT_64_clk_500,40,64,500,54,472,232.546,5555.906,1383852.825,1389408.730
accumulator_IN_40_OUT_64_clk_550,40,64,550,67,467,230.852,5482.057,1289304.866,1294786.923
accumulator_IN_40_OUT_64_clk_600,40,64,600,92,465,230.187,5504.242,1213285.238,1218789.480
accumulator_IN_40_OUT_64_clk_650,40,64,650,128,456,228.735,5421.630,1146986.623,1152408.253
accumulator_IN_40_OUT_64_clk_700,40,64,700,147,455,227.768,5329.184,1083388.242,1088717.426
accumulator_IN_40_OUT_64_clk_750,40,64,750,114,433,225.651,5376.517,1026483.581,1031860.098
accumulator_IN_40_OUT_64_clk_800,40,64,800,167,439,224.925,5300.840,975945.721,981246.560
accumulator_IN_48_OUT_64_clk_200,48,64,200,0,656,318.004,8277.942,4235075.484,4243353.426
accumulator_IN_48_OUT_64_clk_300,48,64,300,4,514,242.646,5535.537,2074423.510,2079959.047
accumulator_IN_48_OUT_64_clk_400,48,64,400,15,400,244.279,5912.373,1584849.500,1590761.873
accumulator_IN_48_OUT_64_clk_500,48,64,500,22,463,231.215,5426.533,1365708.461,1371134.994
accumulator_IN_48_OUT_64_clk_550,48,64,550,58,460,230.731,5389.111,1283624.968,1289014.079
accumulator_IN_48_OUT_64_clk_600,48,64,600,80,452,230.005,5401.823,1219366.948,1224768.771
accumulator_IN_48_OUT_64_clk_650,48,64,650,118,449,229.219,5328.184,1152937.781,1158265.965
accumulator_IN_48_OUT_64_clk_700,48,64,700,159,442,227.526,5270.593,1094253.870,1099524.463
accumulator_IN_48_OUT_64_clk_750,48,64,750,114,425,225.651,5321.736,1042254.735,1047576.471
accumulator_IN_48_OUT_64_clk_800,48,64,800,208,437,226.558,5230.499,1009598.181,1014828.679
accumulator_IN_56_OUT_64_clk_200,56,64,200,0,665,323.870,8417.240,4238091.964,4246509.204
accumulator_IN_56_OUT_64_clk_300,56,64,300,0,437,258.612,6316.375,2157941.981,2164258.356
accumulator_IN_56_OUT_64_clk_400,56,64,400,21,381,241.860,5780.100,1569302.952,1575083.052
accumulator_IN_56_OUT_64_clk_500,56,64,500,30,455,231.215,5378.651,1358197.897,1363576.549
accumulator_IN_56_OUT_64_clk_550,56,64,550,46,451,230.489,5337.025,1285243.721,1290580.746
accumulator_IN_56_OUT_64_clk_600,56,64,600,80,444,230.005,5348.328,1223614.997,1228963.325
accumulator_IN_56_OUT_64_clk_650,56,64,650,91,438,228.191,5263.140,1168437.885,1173701.025
accumulator_IN_56_OUT_64_clk_700,56,64,700,150,440,228.856,5293.473,1121978.601,1127272.074
accumulator_IN_56_OUT_64_clk_750,56,64,750,115,417,225.651,5273.270,1064349.992,1069623.262
accumulator_IN_56_OUT_64_clk_800,56,64,800,171,424,225.167,5143.520,1023264.186,1028407.706
accumulator_IN_64_OUT_64_clk_200,64,64,200,0,667,322.116,8037.159,4228984.704,4237021.863
accumulator_IN_64_OUT_64_clk_300,64,64,300,0,427,258.975,6306.774,2196068.602,2202375.376
accumulator_IN_64_OUT_64_clk_400,64,64,400,27,383,244.884,5932.035,1577211.538,1583143.573
accumulator_IN_64_OUT_64_clk_500,64,64,500,33,440,230.792,5308.900,1348886.925,1354195.825
accumulator_IN_64_OUT_64_clk_550,64,64,550,65,442,230.610,5268.883,1278864.321,1284133.204
accumulator_IN_64_OUT_64_clk_600,64,64,600,66,435,229.824,5282.766,1226458.326,1231741.092
accumulator_IN_64_OUT_64_clk_650,64,64,650,92,429,229.401,5356.107,1176165.333,1181521.440
accumulator_IN_64_OUT_64_clk_700,64,64,700,115,408,225.167,5132.594,1115154.375,1120286.969
accumulator_IN_64_OUT_64_clk_750,64,64,750,141,409,225.167,5128.698,1073020.520,1078149.218
accumulator_IN_64_OUT_64_clk_800,64,64,800,158,411,225.590,5150.176,1038405.831,1043556.007
